DateTime,ask,bid,currency,pair,real_price
2024-04-07 09:33:53.705076,69584.7474322266,69509.6920231975,USD,BTCUSD,69547.21972771204
2024-04-07 09:33:57.250873,69584.5654497845,69510.6568819583,USD,BTCUSD,69547.6111658714
2024-04-07 09:34:00.858991,69584.5654497845,69510.6568819583,USD,BTCUSD,69547.6111658714
2024-04-07 09:34:04.400334,69584.5300643108,69503.5703991915,USD,BTCUSD,69544.05023175116
2024-04-07 09:34:07.989347,69584.5351193785,69509.162587759,USD,BTCUSD,69546.84885356875
2024-04-07 09:34:11.742710,69584.5351193785,69509.162587759,USD,BTCUSD,69546.84885356875
2024-04-07 09:34:15.325076,69567.2494818015,69495.5926422597,USD,BTCUSD,69531.4210620306
2024-04-07 09:34:18.861598,69574.559064603,69490.5298130461,USD,BTCUSD,69532.54443882455
2024-04-07 09:34:22.455932,69574.559064603,69490.5298130461,USD,BTCUSD,69532.54443882455
2024-04-07 09:34:25.975059,69576.59361715,69501.6650577841,USD,BTCUSD,69539.12933746705
2024-04-07 09:34:29.593794,69573.6111353174,69495.1472323731,USD,BTCUSD,69534.37918384525
2024-04-07 09:34:33.182518,69573.6111353174,69495.1472323731,USD,BTCUSD,69534.37918384525
2024-04-07 09:34:36.748236,69578.1101343166,69502.2893336851,USD,BTCUSD,69540.19973400084
2024-04-07 09:34:40.422878,69576.6441677116,69496.3957864967,USD,BTCUSD,69536.51997710415
2024-04-07 09:34:44.282015,69576.6441677116,69496.3957864967,USD,BTCUSD,69536.51997710415
2024-04-07 09:34:47.896395,69572.8730978348,69497.3445872369,USD,BTCUSD,69535.10884253585
2024-04-07 09:34:51.472124,69572.3574827001,69497.3445872369,USD,BTCUSD,69534.85103496851
2024-04-07 09:34:55.081427,69572.3574827001,69497.3445872369,USD,BTCUSD,69534.85103496851
2024-04-07 09:34:58.641727,69574.3188426395,69491.1979287781,USD,BTCUSD,69532.7583857088
2024-04-07 09:35:02.182560,69573.5605847999,69497.1169334218,USD,BTCUSD,69535.33875911085
2024-04-07 09:35:05.749165,69573.5605847999,69497.1169334218,USD,BTCUSD,69535.33875911085
2024-04-07 09:35:09.269452,69572.8023271255,69491.1979287781,USD,BTCUSD,69532.00012795179
2024-04-07 09:35:12.827897,69570.0259033557,69495.8648371611,USD,BTCUSD,69532.9453702584
2024-04-07 09:35:16.419919,69570.0259033557,69495.8648371611,USD,BTCUSD,69532.9453702584
2024-04-07 09:35:19.979418,69567.2494818015,69490.1784336075,USD,BTCUSD,69528.7139577045
2024-04-07 09:35:23.508392,69567.2494818015,69489.2183262203,USD,BTCUSD,69528.23390401091
2024-04-07 09:35:27.123334,69567.2494818015,69489.2183262203,USD,BTCUSD,69528.23390401091
2024-04-07 09:35:30.678538,69568.0544357489,69492.4648737989,USD,BTCUSD,69530.2596547739
2024-04-07 09:35:34.244531,69563.2988449551,69479.3301938625,USD,BTCUSD,69521.3145194088
2024-04-07 09:35:37.835191,69563.2988449551,69479.3301938625,USD,BTCUSD,69521.3145194088
2024-04-07 09:35:41.429337,69558.8502641534,69477.8436104423,USD,BTCUSD,69518.34693729784
2024-04-07 09:35:45.002169,69553.9975896696,69472.5462734446,USD,BTCUSD,69513.2719315571
2024-04-07 09:35:48.560659,69553.9975896696,69472.5462734446,USD,BTCUSD,69513.2719315571
2024-04-07 09:35:52.126056,69557.5771511817,69477.8436104423,USD,BTCUSD,69517.710380812
2024-04-07 09:35:55.681799,69545.6199860967,69471.1129300222,USD,BTCUSD,69508.36645805945
2024-04-07 09:35:59.217716,69545.6199860967,69471.1129300222,USD,BTCUSD,69508.36645805945
2024-04-07 09:36:02.780382,69564.1885315463,69475.1489464317,USD,BTCUSD,69519.668738989
2024-04-07 09:36:06.338065,69564.1885315463,69475.1489464317,USD,BTCUSD,69519.668738989
2024-04-07 09:36:10.111593,69562.3523511131,69476.408392962,USD,BTCUSD,69519.38037203756
2024-04-07 09:36:13.658534,69557.4552273177,69473.8228699543,USD,BTCUSD,69515.63904863599
2024-04-07 09:36:17.204340,69561.1600754846,69476.408392962,USD,BTCUSD,69518.7842342233
2024-04-07 09:36:20.757995,69561.1600754846,69476.408392962,USD,BTCUSD,69518.7842342233
2024-04-07 09:36:24.308334,69562.0593386995,69476.408392962,USD,BTCUSD,69519.23386583076
2024-04-07 09:36:27.856811,69562.0593386995,69476.408392962,USD,BTCUSD,69519.23386583076
2024-04-07 09:36:31.472475,69557.475447431,69472.5462734446,USD,BTCUSD,69515.0108604378
2024-04-07 09:36:35.028805,69565.7139512969,69479.5555930637,USD,BTCUSD,69522.6347721803
2024-04-07 09:36:38.598989,69565.7139512969,69479.5555930637,USD,BTCUSD,69522.6347721803
2024-04-07 09:36:42.165911,69566.0588961447,69479.137068782,USD,BTCUSD,69522.59798246335
2024-04-07 09:36:45.834454,69569.4294079106,69485.9740390374,USD,BTCUSD,69527.701723474
2024-04-07 09:36:49.585914,69569.4294079106,69485.9740390374,USD,BTCUSD,69527.701723474
2024-04-07 09:36:53.138361,69568.7582889864,69482.9033862132,USD,BTCUSD,69525.8308375998
2024-04-07 09:36:56.702637,69567.2494818015,69482.9033862132,USD,BTCUSD,69525.07643400735
2024-04-07 09:37:00.266115,69567.2494818015,69482.9033862132,USD,BTCUSD,69525.07643400735
2024-04-07 09:37:03.854721,69565.1225116306,69487.4267848932,USD,BTCUSD,69526.2746482619
2024-04-07 09:37:07.450297,69553.6942882855,69472.5462734446,USD,BTCUSD,69513.12028086506
2024-04-07 09:37:11.039069,69553.6942882855,69472.5462734446,USD,BTCUSD,69513.12028086506
2024-04-07 09:37:14.653488,69556.2786886975,69477.0072251581,USD,BTCUSD,69516.6429569278
2024-04-07 09:37:18.217701,69553.6942882855,69472.5462734446,USD,BTCUSD,69513.12028086506
2024-04-07 09:37:21.764417,69553.6942882855,69472.5462734446,USD,BTCUSD,69513.12028086506
2024-04-07 09:37:25.329951,69557.2234189579,69477.6951396971,USD,BTCUSD,69517.45927932751
2024-04-07 09:37:28.910259,69558.5066733657,69479.0014224766,USD,BTCUSD,69518.75404792116
2024-04-07 09:37:32.453708,69558.5066733657,69479.0014224766,USD,BTCUSD,69518.75404792116
2024-04-07 09:37:36.320597,69553.6942882855,69473.381463485,USD,BTCUSD,69513.53787588525
2024-04-07 09:37:39.871721,69556.9910253941,69477.6951396971,USD,BTCUSD,69517.3430825456
2024-04-07 09:37:43.502389,69556.9910253941,69477.6951396971,USD,BTCUSD,69517.3430825456
2024-04-07 09:37:47.229737,69553.6942882855,69472.5462734446,USD,BTCUSD,69513.12028086506
2024-04-07 09:37:50.806863,69556.9910253941,69477.6951396971,USD,BTCUSD,69517.3430825456
2024-04-07 09:37:54.378147,69556.9910253941,69477.6951396971,USD,BTCUSD,69517.3430825456
2024-04-07 09:37:57.974806,69556.9910253941,69477.6951396971,USD,BTCUSD,69517.3430825456
2024-04-07 09:38:01.502577,69553.6942882855,69472.5462734446,USD,BTCUSD,69513.12028086506
2024-04-07 09:38:05.112854,69553.6942882855,69472.5462734446,USD,BTCUSD,69513.12028086506
2024-04-07 09:38:08.649155,69558.9464609896,69477.7644122816,USD,BTCUSD,69518.3554366356
2024-04-07 09:38:12.233385,69553.6942882855,69472.5462734446,USD,BTCUSD,69513.12028086506
2024-04-07 09:38:15.793683,69553.6942882855,69472.5462734446,USD,BTCUSD,69513.12028086506
2024-04-07 09:38:19.329320,69558.7341497159,69478.0612947702,USD,BTCUSD,69518.39772224305
2024-04-07 09:38:22.928148,69553.6942882855,69472.5462734446,USD,BTCUSD,69513.12028086506
2024-04-07 09:38:26.721162,69553.6942882855,69472.5462734446,USD,BTCUSD,69513.12028086506
2024-04-07 09:38:30.240180,69553.6942882855,69472.5462734446,USD,BTCUSD,69513.12028086506
2024-04-07 09:38:33.810022,69558.7341497159,69477.6951396971,USD,BTCUSD,69518.2146447065
2024-04-07 09:38:37.359445,69558.7341497159,69477.6951396971,USD,BTCUSD,69518.2146447065
2024-04-07 09:38:41.095813,69557.2405002058,69472.5462734446,USD,BTCUSD,69514.89338682519
2024-04-07 09:38:44.633690,69559.7543318581,69475.9589379058,USD,BTCUSD,69517.85663488196
2024-04-07 09:38:48.214543,69559.7543318581,69475.9589379058,USD,BTCUSD,69517.85663488196
2024-04-07 09:38:51.762498,69553.6942882855,69472.5462734446,USD,BTCUSD,69513.12028086506
2024-04-07 09:38:55.332149,69554.6721426405,69477.6951396971,USD,BTCUSD,69516.1836411688
2024-04-07 09:38:58.909759,69554.6721426405,69477.6951396971,USD,BTCUSD,69516.1836411688
2024-04-07 09:39:02.463453,69556.6121228777,69477.6951396971,USD,BTCUSD,69517.1536312874
2024-04-07 09:39:06.004578,69553.6942882855,69472.5462734446,USD,BTCUSD,69513.12028086506
2024-04-07 09:39:09.554203,69553.6942882855,69472.5462734446,USD,BTCUSD,69513.12028086506
2024-04-07 09:39:13.086817,69557.4558125372,69477.6951396971,USD,BTCUSD,69517.57547611714
2024-04-07 09:39:16.657797,69553.6942882855,69473.4765066085,USD,BTCUSD,69513.585397447
2024-04-07 09:39:20.213263,69553.6942882855,69473.4765066085,USD,BTCUSD,69513.585397447
