DateTime,ask,bid,currency,pair,real_price
2024-04-06 18:18:59.021495,68230.1574357485,68159.6695237509,USD,BTCUSD,68194.9134797497
2024-04-06 18:19:01.070238,68230.1574357485,68159.6695237509,USD,BTCUSD,68194.9134797497
2024-04-06 18:19:03.184383,68231.4899085251,68160.8768869233,USD,BTCUSD,68196.1833977242
2024-04-06 18:19:05.413315,68231.4899085251,68160.8768869233,USD,BTCUSD,68196.1833977242
2024-04-06 18:19:07.463741,68241.4284694889,68170.174890953,USD,BTCUSD,68205.80168022096
2024-04-06 18:19:17.894779,68256.1125371739,68187.6412313658,USD,BTCUSD,68221.87688426985
2024-04-06 18:19:19.963327,68256.1125371739,68187.6412313658,USD,BTCUSD,68221.87688426985
2024-04-06 18:19:21.991774,68256.1125371739,68187.6412313658,USD,BTCUSD,68221.87688426985
2024-04-06 18:19:24.045532,68254.9195878074,68186.4778454473,USD,BTCUSD,68220.69871662735
2024-04-06 18:19:26.115350,68254.9195878074,68186.4778454473,USD,BTCUSD,68220.69871662735
2024-04-06 18:19:28.439149,68257.3964746609,68187.2550862973,USD,BTCUSD,68222.32578047909
2024-04-06 18:19:30.490319,68257.3964746609,68187.2550862973,USD,BTCUSD,68222.32578047909
2024-04-06 18:19:32.534399,68257.3964746609,68187.2550862973,USD,BTCUSD,68222.32578047909
2024-04-06 18:19:34.604077,68257.9322912325,68187.5719232798,USD,BTCUSD,68222.75210725615
2024-04-06 18:19:36.668063,68257.9322912325,68187.5719232798,USD,BTCUSD,68222.75210725615
2024-04-06 18:19:38.722186,68257.9322912325,68187.5719232798,USD,BTCUSD,68222.75210725615
2024-04-06 18:19:40.773063,68258.5894248765,68190.4704213666,USD,BTCUSD,68224.52992312155
2024-04-06 18:19:42.895732,68258.5894248765,68190.4704213666,USD,BTCUSD,68224.52992312155
2024-04-06 18:19:44.982338,68260.0978764275,68184.1199038035,USD,BTCUSD,68222.1088901155
2024-04-06 18:19:47.039579,68260.0978764275,68184.1199038035,USD,BTCUSD,68222.1088901155
2024-04-06 18:19:49.131221,68260.0978764275,68184.1199038035,USD,BTCUSD,68222.1088901155
2024-04-06 18:19:51.236532,68258.5894248765,68190.4704213666,USD,BTCUSD,68224.52992312155
2024-04-06 18:20:14.929073,68248.6193824077,68179.0603381431,USD,BTCUSD,68213.8398602754
2024-04-06 18:20:16.977138,68235.5778979242,68168.0513800733,USD,BTCUSD,68201.81463899875
2024-04-06 18:20:19.052835,68235.5778979242,68168.0513800733,USD,BTCUSD,68201.81463899875
2024-04-06 18:20:21.088835,68235.5778979242,68168.0513800733,USD,BTCUSD,68201.81463899875
2024-04-06 18:20:23.183075,68232.6460980638,68167.9721650782,USD,BTCUSD,68200.309131571
2024-04-06 18:20:25.281110,68232.6460980638,68167.9721650782,USD,BTCUSD,68200.309131571
2024-04-06 18:20:27.360130,68232.6460980638,68167.9721650782,USD,BTCUSD,68200.309131571
2024-04-06 18:20:29.383002,68233.1968980227,68169.7504668971,USD,BTCUSD,68201.4736824599
2024-04-06 18:20:31.477141,68233.1968980227,68169.7504668971,USD,BTCUSD,68201.4736824599
2024-04-06 18:20:33.554983,68238.3285005047,68172.0837189945,USD,BTCUSD,68205.20610974959
2024-04-06 18:20:35.617200,68238.3285005047,68172.0837189945,USD,BTCUSD,68205.20610974959
2024-04-06 18:20:37.667851,68238.3285005047,68172.0837189945,USD,BTCUSD,68205.20610974959
2024-04-06 18:20:39.716060,68232.5903194349,68167.7552400717,USD,BTCUSD,68200.1727797533
2024-04-06 18:20:42.136684,68232.5903194349,68167.7552400717,USD,BTCUSD,68200.1727797533
2024-04-06 18:21:12.756465,68231.6650030002,68163.8675581835,USD,BTCUSD,68197.76628059185
2024-04-06 18:21:14.922180,68231.6650030002,68163.8675581835,USD,BTCUSD,68197.76628059185
2024-04-06 18:21:16.958603,68230.3294484558,68161.4341857103,USD,BTCUSD,68195.88181708305
2024-04-06 18:21:19.067611,68230.3294484558,68161.4341857103,USD,BTCUSD,68195.88181708305
2024-04-06 18:21:21.110170,68230.3294484558,68161.4341857103,USD,BTCUSD,68195.88181708305
2024-04-06 18:23:11.842249,68244.7689428376,68171.9091144253,USD,BTCUSD,68208.33902863145
